name,status,observed,expected,detail
PAIR_2021_West_SW: lag1 feature count,PASS,73,73,
PAIR_2021_West_SW: rolling feature count,PASS,438,438,
PAIR_2021_West_SW: total temporal derivatives,PASS,511,511,
PAIR_2021_West_SW: infinite feature values,PASS,0,0,
PAIR_2021_West_SW: raw feature NaN cells,WARN,219168,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2021_West_SW: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2021_West_SW: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2022_Central: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2022_Central: year identity,PASS,[2022],[2022],
PAIR_2022_Central: region identity,PASS,['Central'],['Central'],
PAIR_2022_Central: parseable dates,PASS,0,0,
PAIR_2022_Central: date.year == year,PASS,0,0,
PAIR_2022_Central: pair-key identity,PASS,['2022|Central'],"['2022_Central', '2022|Central', 'PAIR_2022_Central']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2022_Central: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2022_Central: target NaN,PASS,0,0,
PAIR_2022_Central: target finite,PASS,0,0,
PAIR_2022_Central: stored feature width,PASS,651,651,
PAIR_2022_Central: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2022_Central: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2022_Central: no target-derived feature names,PASS,[],[],
PAIR_2022_Central: lag1 feature count,PASS,73,73,
PAIR_2022_Central: rolling feature count,PASS,438,438,
PAIR_2022_Central: total temporal derivatives,PASS,511,511,
PAIR_2022_Central: infinite feature values,PASS,0,0,
PAIR_2022_Central: raw feature NaN cells,WARN,29138,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2022_Central: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2022_Central: constant/all-NaN features,WARN,"['burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2022_East: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2022_East: year identity,PASS,[2022],[2022],
PAIR_2022_East: region identity,PASS,['East'],['East'],
PAIR_2022_East: parseable dates,PASS,0,0,
PAIR_2022_East: date.year == year,PASS,0,0,
PAIR_2022_East: pair-key identity,PASS,['2022|East'],"['2022_East', '2022|East', 'PAIR_2022_East']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2022_East: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2022_East: target NaN,PASS,0,0,
PAIR_2022_East: target finite,PASS,0,0,
PAIR_2022_East: stored feature width,PASS,651,651,
PAIR_2022_East: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2022_East: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2022_East: no target-derived feature names,PASS,[],[],
PAIR_2022_East: lag1 feature count,PASS,73,73,
PAIR_2022_East: rolling feature count,PASS,438,438,
PAIR_2022_East: total temporal derivatives,PASS,511,511,
PAIR_2022_East: infinite feature values,PASS,0,0,
PAIR_2022_East: raw feature NaN cells,WARN,21321,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2022_East: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2022_East: constant/all-NaN features,WARN,"['burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2022_North: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2022_North: year identity,PASS,[2022],[2022],
PAIR_2022_North: region identity,PASS,['North'],['North'],
PAIR_2022_North: parseable dates,PASS,0,0,
PAIR_2022_North: date.year == year,PASS,0,0,
PAIR_2022_North: pair-key identity,PASS,['2022|North'],"['2022_North', '2022|North', 'PAIR_2022_North']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2022_North: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2022_North: target NaN,PASS,0,0,
PAIR_2022_North: target finite,PASS,0,0,
PAIR_2022_North: stored feature width,PASS,651,651,
PAIR_2022_North: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2022_North: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2022_North: no target-derived feature names,PASS,[],[],
PAIR_2022_North: lag1 feature count,PASS,73,73,
PAIR_2022_North: rolling feature count,PASS,438,438,
PAIR_2022_North: total temporal derivatives,PASS,511,511,
PAIR_2022_North: infinite feature values,PASS,0,0,
PAIR_2022_North: raw feature NaN cells,WARN,77252,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2022_North: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2022_North: constant/all-NaN features,WARN,"['burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2022_Toronto: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2022_Toronto: year identity,PASS,[2022],[2022],
PAIR_2022_Toronto: region identity,PASS,['Toronto'],['Toronto'],
PAIR_2022_Toronto: parseable dates,PASS,0,0,
PAIR_2022_Toronto: date.year == year,PASS,0,0,
PAIR_2022_Toronto: pair-key identity,PASS,['2022|Toronto'],"['2022_Toronto', '2022|Toronto', 'PAIR_2022_Toronto']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2022_Toronto: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2022_Toronto: target NaN,PASS,0,0,
PAIR_2022_Toronto: target finite,PASS,0,0,
PAIR_2022_Toronto: stored feature width,PASS,651,651,
PAIR_2022_Toronto: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2022_Toronto: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2022_Toronto: no target-derived feature names,PASS,[],[],
PAIR_2022_Toronto: lag1 feature count,PASS,73,73,
PAIR_2022_Toronto: rolling feature count,PASS,438,438,
PAIR_2022_Toronto: total temporal derivatives,PASS,511,511,
PAIR_2022_Toronto: infinite feature values,PASS,0,0,
PAIR_2022_Toronto: raw feature NaN cells,WARN,14767,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2022_Toronto: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2022_Toronto: constant/all-NaN features,WARN,"['ca_lc_lc_majority_class', 'burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2022_West_NH: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2022_West_NH: year identity,PASS,[2022],[2022],
PAIR_2022_West_NH: region identity,PASS,['West_NH'],['West_NH'],
PAIR_2022_West_NH: parseable dates,PASS,0,0,
PAIR_2022_West_NH: date.year == year,PASS,0,0,
PAIR_2022_West_NH: pair-key identity,PASS,['2022|West_NH'],"['2022_West_NH', '2022|West_NH', 'PAIR_2022_West_NH']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2022_West_NH: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2022_West_NH: target NaN,PASS,0,0,
PAIR_2022_West_NH: target finite,PASS,0,0,
PAIR_2022_West_NH: stored feature width,PASS,651,651,
PAIR_2022_West_NH: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2022_West_NH: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2022_West_NH: no target-derived feature names,PASS,[],[],
PAIR_2022_West_NH: lag1 feature count,PASS,73,73,
PAIR_2022_West_NH: rolling feature count,PASS,438,438,
PAIR_2022_West_NH: total temporal derivatives,PASS,511,511,
PAIR_2022_West_NH: infinite feature values,PASS,0,0,
PAIR_2022_West_NH: raw feature NaN cells,WARN,116617,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2022_West_NH: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2022_West_NH: constant/all-NaN features,WARN,"['burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2022_West_SW: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2022_West_SW: year identity,PASS,[2022],[2022],
PAIR_2022_West_SW: region identity,PASS,['West_SW'],['West_SW'],
PAIR_2022_West_SW: parseable dates,PASS,0,0,
PAIR_2022_West_SW: date.year == year,PASS,0,0,
PAIR_2022_West_SW: pair-key identity,PASS,['2022|West_SW'],"['2022_West_SW', '2022|West_SW', 'PAIR_2022_West_SW']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2022_West_SW: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2022_West_SW: target NaN,PASS,0,0,
PAIR_2022_West_SW: target finite,PASS,0,0,
PAIR_2022_West_SW: stored feature width,PASS,651,651,
PAIR_2022_West_SW: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2022_West_SW: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2022_West_SW: no target-derived feature names,PASS,[],[],
PAIR_2022_West_SW: lag1 feature count,PASS,73,73,
PAIR_2022_West_SW: rolling feature count,PASS,438,438,
PAIR_2022_West_SW: total temporal derivatives,PASS,511,511,
PAIR_2022_West_SW: infinite feature values,PASS,0,0,
PAIR_2022_West_SW: raw feature NaN cells,WARN,220272,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2022_West_SW: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2022_West_SW: constant/all-NaN features,WARN,"['burned_frac_500km', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2023_Central: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2023_Central: year identity,PASS,[2023],[2023],
PAIR_2023_Central: region identity,PASS,['Central'],['Central'],
PAIR_2023_Central: parseable dates,PASS,0,0,
PAIR_2023_Central: date.year == year,PASS,0,0,
PAIR_2023_Central: pair-key identity,PASS,['2023|Central'],"['2023_Central', '2023|Central', 'PAIR_2023_Central']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2023_Central: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2023_Central: target NaN,PASS,0,0,
PAIR_2023_Central: target finite,PASS,0,0,
PAIR_2023_Central: stored feature width,PASS,651,651,
PAIR_2023_Central: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2023_Central: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2023_Central: no target-derived feature names,PASS,[],[],
PAIR_2023_Central: lag1 feature count,PASS,73,73,
PAIR_2023_Central: rolling feature count,PASS,438,438,
PAIR_2023_Central: total temporal derivatives,PASS,511,511,
PAIR_2023_Central: infinite feature values,PASS,0,0,
PAIR_2023_Central: raw feature NaN cells,WARN,28843,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2023_Central: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2023_Central: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2023_East: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2023_East: year identity,PASS,[2023],[2023],
PAIR_2023_East: region identity,PASS,['East'],['East'],
PAIR_2023_East: parseable dates,PASS,0,0,
PAIR_2023_East: date.year == year,PASS,0,0,
PAIR_2023_East: pair-key identity,PASS,['2023|East'],"['2023_East', '2023|East', 'PAIR_2023_East']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2023_East: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2023_East: target NaN,PASS,0,0,
PAIR_2023_East: target finite,PASS,0,0,
PAIR_2023_East: stored feature width,PASS,651,651,
PAIR_2023_East: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2023_East: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2023_East: no target-derived feature names,PASS,[],[],
PAIR_2023_East: lag1 feature count,PASS,73,73,
PAIR_2023_East: rolling feature count,PASS,438,438,
PAIR_2023_East: total temporal derivatives,PASS,511,511,
PAIR_2023_East: infinite feature values,PASS,0,0,
PAIR_2023_East: raw feature NaN cells,WARN,20190,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2023_East: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2023_East: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2023_North: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2023_North: year identity,PASS,[2023],[2023],
PAIR_2023_North: region identity,PASS,['North'],['North'],
PAIR_2023_North: parseable dates,PASS,0,0,
PAIR_2023_North: date.year == year,PASS,0,0,
PAIR_2023_North: pair-key identity,PASS,['2023|North'],"['2023_North', '2023|North', 'PAIR_2023_North']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2023_North: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2023_North: target NaN,PASS,0,0,
PAIR_2023_North: target finite,PASS,0,0,
PAIR_2023_North: stored feature width,PASS,651,651,
PAIR_2023_North: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2023_North: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2023_North: no target-derived feature names,PASS,[],[],
PAIR_2023_North: lag1 feature count,PASS,73,73,
PAIR_2023_North: rolling feature count,PASS,438,438,
PAIR_2023_North: total temporal derivatives,PASS,511,511,
PAIR_2023_North: infinite feature values,PASS,0,0,
PAIR_2023_North: raw feature NaN cells,WARN,72489,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2023_North: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2023_North: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2023_Toronto: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2023_Toronto: year identity,PASS,[2023],[2023],
PAIR_2023_Toronto: region identity,PASS,['Toronto'],['Toronto'],
PAIR_2023_Toronto: parseable dates,PASS,0,0,
PAIR_2023_Toronto: date.year == year,PASS,0,0,
PAIR_2023_Toronto: pair-key identity,PASS,['2023|Toronto'],"['2023_Toronto', '2023|Toronto', 'PAIR_2023_Toronto']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2023_Toronto: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2023_Toronto: target NaN,PASS,0,0,
PAIR_2023_Toronto: target finite,PASS,0,0,
PAIR_2023_Toronto: stored feature width,PASS,651,651,
PAIR_2023_Toronto: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2023_Toronto: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2023_Toronto: no target-derived feature names,PASS,[],[],
PAIR_2023_Toronto: lag1 feature count,PASS,73,73,
PAIR_2023_Toronto: rolling feature count,PASS,438,438,
PAIR_2023_Toronto: total temporal derivatives,PASS,511,511,
PAIR_2023_Toronto: infinite feature values,PASS,0,0,
PAIR_2023_Toronto: raw feature NaN cells,WARN,13714,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2023_Toronto: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2023_Toronto: constant/all-NaN features,WARN,"['ca_lc_lc_majority_class', 'burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2023_West_NH: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2023_West_NH: year identity,PASS,[2023],[2023],
PAIR_2023_West_NH: region identity,PASS,['West_NH'],['West_NH'],
PAIR_2023_West_NH: parseable dates,PASS,0,0,
PAIR_2023_West_NH: date.year == year,PASS,0,0,
PAIR_2023_West_NH: pair-key identity,PASS,['2023|West_NH'],"['2023_West_NH', '2023|West_NH', 'PAIR_2023_West_NH']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2023_West_NH: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2023_West_NH: target NaN,PASS,0,0,
PAIR_2023_West_NH: target finite,PASS,0,0,
PAIR_2023_West_NH: stored feature width,PASS,651,651,
PAIR_2023_West_NH: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2023_West_NH: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2023_West_NH: no target-derived feature names,PASS,[],[],
PAIR_2023_West_NH: lag1 feature count,PASS,73,73,
PAIR_2023_West_NH: rolling feature count,PASS,438,438,
PAIR_2023_West_NH: total temporal derivatives,PASS,511,511,
PAIR_2023_West_NH: infinite feature values,PASS,0,0,
PAIR_2023_West_NH: raw feature NaN cells,WARN,115273,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2023_West_NH: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2023_West_NH: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
PAIR_2023_West_SW: required key columns,PASS,[],none missing,Missing keys prevent a valid training block.
PAIR_2023_West_SW: year identity,PASS,[2023],[2023],
PAIR_2023_West_SW: region identity,PASS,['West_SW'],['West_SW'],
PAIR_2023_West_SW: parseable dates,PASS,0,0,
PAIR_2023_West_SW: date.year == year,PASS,0,0,
PAIR_2023_West_SW: pair-key identity,PASS,['2023|West_SW'],"['2023_West_SW', '2023|West_SW', 'PAIR_2023_West_SW']",Accepts common builder spellings such as 2012|Central and PAIR_2012_Central.
PAIR_2023_West_SW: duplicate cell-days,PASS,0,0,Duplicate spatial-day rows are a hard data-integrity failure.
PAIR_2023_West_SW: target NaN,PASS,0,0,
PAIR_2023_West_SW: target finite,PASS,0,0,
PAIR_2023_West_SW: stored feature width,PASS,651,651,
PAIR_2023_West_SW: canonical features resolved,PASS,"{'direct': 213, 'translated': 438, 'absent': 0}","{'resolved': 651, 'absent': 0}",Absent examples: []
PAIR_2023_West_SW: historical 213/438 resolver sanity,PASS,"{'direct': 213, 'translated': 438}","{'direct': 213, 'translated': 438}","If this warns but absent=0, inspect manifest/version before calling it an error."
PAIR_2023_West_SW: no target-derived feature names,PASS,[],[],
PAIR_2023_West_SW: lag1 feature count,PASS,73,73,
PAIR_2023_West_SW: rolling feature count,PASS,438,438,
PAIR_2023_West_SW: total temporal derivatives,PASS,511,511,
PAIR_2023_West_SW: infinite feature values,PASS,0,0,
PAIR_2023_West_SW: raw feature NaN cells,WARN,215785,0,Raw trainable shards may legitimately contain missing values; production preprocessing must handle them consistently.
PAIR_2023_West_SW: all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],Investigate whether these are structurally unavailable in this block or accidentally lost.
PAIR_2023_West_SW: constant/all-NaN features,WARN,"['burned_weighted_frac_500km', 'burned_nearest_km_500km']",[],"Constant columns are diagnostic warnings, not automatically corruption."
all block schemas identical,PASS,[],[],
total rows,PASS,169882,169882,
global duplicate cell-days across blocks,PASS,0,0,
distinct evaluated grid cells,PASS,41,41,
